section_number, image_url, image_format, image_resolution_mpp, image_width, image_height, atlas_url, atlas_format, viewer_url
154,data2d/specimen_1/Specimen_1_154.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=154&type=hd
157,data2d/specimen_1/Specimen_1_157.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_157.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=157
160,data2d/specimen_1/Specimen_1_160.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=160&type=hd
163,data2d/specimen_1/Specimen_1_163.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_163.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=163
166,data2d/specimen_1/Specimen_1_166.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=166&type=hd
169,data2d/specimen_1/Specimen_1_169.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_169.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=169
172,data2d/specimen_1/Specimen_1_172.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=172&type=hd
175,data2d/specimen_1/Specimen_1_175.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_175.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=175
181,data2d/specimen_1/Specimen_1_181.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=181&type=hd
184,data2d/specimen_1/Specimen_1_184.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_184.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=184
187,data2d/specimen_1/Specimen_1_187.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=187&type=hd
190,data2d/specimen_1/Specimen_1_190.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_190.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=190
193,data2d/specimen_1/Specimen_1_193.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=193&type=hd
196,data2d/specimen_1/Specimen_1_196.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=196&type=hd
199,data2d/specimen_1/Specimen_1_199.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=199&type=hd
202,data2d/specimen_1/Specimen_1_202.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_202.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=202
205,data2d/specimen_1/Specimen_1_205.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=205&type=hd
208,data2d/specimen_1/Specimen_1_208.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=208&type=hd
211,data2d/specimen_1/Specimen_1_211.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=211&type=hd
214,data2d/specimen_1/Specimen_1_214.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=214&type=hd
217,data2d/specimen_1/Specimen_1_217.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=217&type=hd
220,data2d/specimen_1/Specimen_1_220.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_220.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=220
223,data2d/specimen_1/Specimen_1_223.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=223&type=hd
226,data2d/specimen_1/Specimen_1_226.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=226&type=hd
229,data2d/specimen_1/Specimen_1_229.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=229&type=hd
232,data2d/specimen_1/Specimen_1_232.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_232.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=232
235,data2d/specimen_1/Specimen_1_235.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=235&type=hd
241,data2d/specimen_1/Specimen_1_241.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=241&type=hd
247,data2d/specimen_1/Specimen_1_247.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=247&type=hd
250,data2d/specimen_1/Specimen_1_250.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=250&type=hd
253,data2d/specimen_1/Specimen_1_253.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_253.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=253
256,data2d/specimen_1/Specimen_1_256.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=256&type=hd
259,data2d/specimen_1/Specimen_1_259.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=259&type=hd
262,data2d/specimen_1/Specimen_1_262.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=262&type=hd
265,data2d/specimen_1/Specimen_1_265.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=265&type=hd
271,data2d/specimen_1/Specimen_1_271.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=271&type=hd
274,data2d/specimen_1/Specimen_1_274.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_274.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=274
277,data2d/specimen_1/Specimen_1_277.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=277&type=hd
283,data2d/specimen_1/Specimen_1_283.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=283&type=hd
286,data2d/specimen_1/Specimen_1_286.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=286&type=hd
289,data2d/specimen_1/Specimen_1_289.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_289.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=289
292,data2d/specimen_1/Specimen_1_292.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=292&type=hd
295,data2d/specimen_1/Specimen_1_295.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_295.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=295
298,data2d/specimen_1/Specimen_1_298.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=298&type=hd
301,data2d/specimen_1/Specimen_1_301.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=301&type=hd
307,data2d/specimen_1/Specimen_1_307.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=307&type=hd
310,data2d/specimen_1/Specimen_1_310.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=310&type=hd
313,data2d/specimen_1/Specimen_1_313.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=313&type=hd
316,data2d/specimen_1/Specimen_1_316.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=316&type=hd
319,data2d/specimen_1/Specimen_1_319.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=319&type=hd
325,data2d/specimen_1/Specimen_1_325.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=325&type=hd
328,data2d/specimen_1/Specimen_1_328.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_328.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=328
331,data2d/specimen_1/Specimen_1_331.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=331&type=hd
343,data2d/specimen_1/Specimen_1_343.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=343&type=hd
349,data2d/specimen_1/Specimen_1_349.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_349.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=349
352,data2d/specimen_1/Specimen_1_352.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=352&type=hd
355,data2d/specimen_1/Specimen_1_355.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=355&type=hd
358,data2d/specimen_1/Specimen_1_358.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_358.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=358
361,data2d/specimen_1/Specimen_1_361.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_361.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=361
364,data2d/specimen_1/Specimen_1_364.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=364&type=hd
367,data2d/specimen_1/Specimen_1_367.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=367&type=hd
370,data2d/specimen_1/Specimen_1_370.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=370&type=hd
373,data2d/specimen_1/Specimen_1_373.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_373.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=373
379,data2d/specimen_1/Specimen_1_379.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_379.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=379
388,data2d/specimen_1/Specimen_1_388.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=388&type=hd
391,data2d/specimen_1/Specimen_1_391.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=391&type=hd
397,data2d/specimen_1/Specimen_1_397.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_397.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=397
400,data2d/specimen_1/Specimen_1_400.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=400&type=hd
403,data2d/specimen_1/Specimen_1_403.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_403.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=403
406,data2d/specimen_1/Specimen_1_406.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=406&type=hd
409,data2d/specimen_1/Specimen_1_409.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=409&type=hd
412,data2d/specimen_1/Specimen_1_412.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=412&type=hd
415,data2d/specimen_1/Specimen_1_415.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=415&type=hd
418,data2d/specimen_1/Specimen_1_418.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=418&type=hd
421,data2d/specimen_1/Specimen_1_421.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=421&type=hd
424,data2d/specimen_1/Specimen_1_424.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=424&type=hd
430,data2d/specimen_1/Specimen_1_430.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=430&type=hd
436,data2d/specimen_1/Specimen_1_436.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=436&type=hd
439,data2d/specimen_1/Specimen_1_439.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=439&type=hd
442,data2d/specimen_1/Specimen_1_442.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_442.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=442
445,data2d/specimen_1/Specimen_1_445.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=445&type=hd
448,data2d/specimen_1/Specimen_1_448.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=448&type=hd
451,data2d/specimen_1/Specimen_1_451.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=451&type=hd
454,data2d/specimen_1/Specimen_1_454.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=454&type=hd
463,data2d/specimen_1/Specimen_1_463.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=463&type=hd
466,data2d/specimen_1/Specimen_1_466.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=466&type=hd
469,data2d/specimen_1/Specimen_1_469.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=469&type=hd
472,data2d/specimen_1/Specimen_1_472.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=472&type=hd
481,data2d/specimen_1/Specimen_1_481.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=481&type=hd
484,data2d/specimen_1/Specimen_1_484.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_484.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=484
487,data2d/specimen_1/Specimen_1_487.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=487&type=hd
502,data2d/specimen_1/Specimen_1_502.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_502.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=502
505,data2d/specimen_1/Specimen_1_505.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=505&type=hd
508,data2d/specimen_1/Specimen_1_508.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=508&type=hd
514,data2d/specimen_1/Specimen_1_514.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=514&type=hd
517,data2d/specimen_1/Specimen_1_517.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=517&type=hd
520,data2d/specimen_1/Specimen_1_520.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=520&type=hd
523,data2d/specimen_1/Specimen_1_523.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=523&type=hd
526,data2d/specimen_1/Specimen_1_526.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=526&type=hd
529,data2d/specimen_1/Specimen_1_529.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_529.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=529
532,data2d/specimen_1/Specimen_1_532.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=532&type=hd
535,data2d/specimen_1/Specimen_1_535.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=535&type=hd
538,data2d/specimen_1/Specimen_1_538.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=538&type=hd
544,data2d/specimen_1/Specimen_1_544.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=544&type=hd
550,data2d/specimen_1/Specimen_1_550.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_1/Specimen_1_550.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=550
553,data2d/specimen_1/Specimen_1_553.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=553&type=hd
556,data2d/specimen_1/Specimen_1_556.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=0&region=-1&section=556&type=hd
