section_number, image_url, image_format, image_resolution_mpp, image_width, image_height, atlas_url, atlas_format, viewer_url
58,data2d/specimen_5/Specimen_5_58.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=58&type=hd
61,data2d/specimen_5/Specimen_5_61.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=61&type=hd
67,data2d/specimen_5/Specimen_5_67.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=67&type=hd
73,data2d/specimen_5/Specimen_5_73.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=73&type=hd
76,data2d/specimen_5/Specimen_5_76.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=76&type=hd
79,data2d/specimen_5/Specimen_5_79.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_79.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=79
85,data2d/specimen_5/Specimen_5_85.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=85&type=hd
88,data2d/specimen_5/Specimen_5_88.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=88&type=hd
91,data2d/specimen_5/Specimen_5_91.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=91&type=hd
94,data2d/specimen_5/Specimen_5_94.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=94&type=hd
97,data2d/specimen_5/Specimen_5_97.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=97&type=hd
100,data2d/specimen_5/Specimen_5_100.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_100.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=100
103,data2d/specimen_5/Specimen_5_103.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=103&type=hd
106,data2d/specimen_5/Specimen_5_106.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=106&type=hd
109,data2d/specimen_5/Specimen_5_109.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=109&type=hd
112,data2d/specimen_5/Specimen_5_112.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=112&type=hd
115,data2d/specimen_5/Specimen_5_115.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=115&type=hd
118,data2d/specimen_5/Specimen_5_118.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=118&type=hd
124,data2d/specimen_5/Specimen_5_124.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_124.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=124
127,data2d/specimen_5/Specimen_5_127.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=127&type=hd
130,data2d/specimen_5/Specimen_5_130.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=130&type=hd
133,data2d/specimen_5/Specimen_5_133.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=133&type=hd
136,data2d/specimen_5/Specimen_5_136.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=136&type=hd
139,data2d/specimen_5/Specimen_5_139.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=139&type=hd
148,data2d/specimen_5/Specimen_5_148.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=148&type=hd
151,data2d/specimen_5/Specimen_5_151.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=151&type=hd
154,data2d/specimen_5/Specimen_5_154.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=154&type=hd
157,data2d/specimen_5/Specimen_5_157.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_157.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=157
160,data2d/specimen_5/Specimen_5_160.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=160&type=hd
163,data2d/specimen_5/Specimen_5_163.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=163&type=hd
169,data2d/specimen_5/Specimen_5_169.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=169&type=hd
172,data2d/specimen_5/Specimen_5_172.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=172&type=hd
175,data2d/specimen_5/Specimen_5_175.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=175&type=hd
178,data2d/specimen_5/Specimen_5_178.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_178.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=178
181,data2d/specimen_5/Specimen_5_181.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=181&type=hd
184,data2d/specimen_5/Specimen_5_184.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=184&type=hd
187,data2d/specimen_5/Specimen_5_187.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=187&type=hd
190,data2d/specimen_5/Specimen_5_190.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=190&type=hd
193,data2d/specimen_5/Specimen_5_193.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=193&type=hd
196,data2d/specimen_5/Specimen_5_196.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=196&type=hd
202,data2d/specimen_5/Specimen_5_202.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_202.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=202
205,data2d/specimen_5/Specimen_5_205.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=205&type=hd
208,data2d/specimen_5/Specimen_5_208.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=208&type=hd
220,data2d/specimen_5/Specimen_5_220.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=220&type=hd
223,data2d/specimen_5/Specimen_5_223.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=223&type=hd
229,data2d/specimen_5/Specimen_5_229.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=229&type=hd
232,data2d/specimen_5/Specimen_5_232.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=232&type=hd
238,data2d/specimen_5/Specimen_5_238.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=238&type=hd
241,data2d/specimen_5/Specimen_5_241.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=241&type=hd
244,data2d/specimen_5/Specimen_5_244.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=244&type=hd
250,data2d/specimen_5/Specimen_5_250.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_250.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=250
253,data2d/specimen_5/Specimen_5_253.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=253&type=hd
265,data2d/specimen_5/Specimen_5_265.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=265&type=hd
271,data2d/specimen_5/Specimen_5_271.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=271&type=hd
274,data2d/specimen_5/Specimen_5_274.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=274&type=hd
277,data2d/specimen_5/Specimen_5_277.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=277&type=hd
280,data2d/specimen_5/Specimen_5_280.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=280&type=hd
286,data2d/specimen_5/Specimen_5_286.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=286&type=hd
289,data2d/specimen_5/Specimen_5_289.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_289.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=289
292,data2d/specimen_5/Specimen_5_292.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=292&type=hd
298,data2d/specimen_5/Specimen_5_298.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=298&type=hd
301,data2d/specimen_5/Specimen_5_301.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=301&type=hd
304,data2d/specimen_5/Specimen_5_304.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=304&type=hd
307,data2d/specimen_5/Specimen_5_307.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_307.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=307
310,data2d/specimen_5/Specimen_5_310.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=310&type=hd
316,data2d/specimen_5/Specimen_5_316.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=316&type=hd
319,data2d/specimen_5/Specimen_5_319.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=319&type=hd
322,data2d/specimen_5/Specimen_5_322.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=322&type=hd
325,data2d/specimen_5/Specimen_5_325.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=325&type=hd
331,data2d/specimen_5/Specimen_5_331.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=331&type=hd
334,data2d/specimen_5/Specimen_5_334.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=334&type=hd
352,data2d/specimen_5/Specimen_5_352.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=352&type=hd
355,data2d/specimen_5/Specimen_5_355.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=355&type=hd
358,data2d/specimen_5/Specimen_5_358.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=358&type=hd
361,data2d/specimen_5/Specimen_5_361.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=361&type=hd
364,data2d/specimen_5/Specimen_5_364.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=364&type=hd
367,data2d/specimen_5/Specimen_5_367.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=367&type=hd
370,data2d/specimen_5/Specimen_5_370.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=370&type=hd
373,data2d/specimen_5/Specimen_5_373.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_373.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=373
376,data2d/specimen_5/Specimen_5_376.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=376&type=hd
379,data2d/specimen_5/Specimen_5_379.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=379&type=hd
382,data2d/specimen_5/Specimen_5_382.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=382&type=hd
388,data2d/specimen_5/Specimen_5_388.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=388&type=hd
391,data2d/specimen_5/Specimen_5_391.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_391.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=391
394,data2d/specimen_5/Specimen_5_394.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=394&type=hd
400,data2d/specimen_5/Specimen_5_400.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=400&type=hd
403,data2d/specimen_5/Specimen_5_403.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=403&type=hd
406,data2d/specimen_5/Specimen_5_406.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=406&type=hd
409,data2d/specimen_5/Specimen_5_409.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=409&type=hd
412,data2d/specimen_5/Specimen_5_412.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=412&type=hd
418,data2d/specimen_5/Specimen_5_418.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=418&type=hd
421,data2d/specimen_5/Specimen_5_421.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_421.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=421
427,data2d/specimen_5/Specimen_5_427.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=427&type=hd
430,data2d/specimen_5/Specimen_5_430.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=430&type=hd
436,data2d/specimen_5/Specimen_5_436.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=436&type=hd
445,data2d/specimen_5/Specimen_5_445.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=445&type=hd
448,data2d/specimen_5/Specimen_5_448.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=448&type=hd
451,data2d/specimen_5/Specimen_5_451.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=451&type=hd
454,data2d/specimen_5/Specimen_5_454.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=454&type=hd
460,data2d/specimen_5/Specimen_5_460.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=460&type=hd
463,data2d/specimen_5/Specimen_5_463.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=463&type=hd
466,data2d/specimen_5/Specimen_5_466.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_466.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=466
469,data2d/specimen_5/Specimen_5_469.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=469&type=hd
472,data2d/specimen_5/Specimen_5_472.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=472&type=hd
478,data2d/specimen_5/Specimen_5_478.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_478.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=478
481,data2d/specimen_5/Specimen_5_481.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=481&type=hd
487,data2d/specimen_5/Specimen_5_487.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_487.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=487
490,data2d/specimen_5/Specimen_5_490.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=490&type=hd
493,data2d/specimen_5/Specimen_5_493.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=493&type=hd
502,data2d/specimen_5/Specimen_5_502.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_502.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=502
505,data2d/specimen_5/Specimen_5_505.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=505&type=hd
511,data2d/specimen_5/Specimen_5_511.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=511&type=hd
514,data2d/specimen_5/Specimen_5_514.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=514&type=hd
520,data2d/specimen_5/Specimen_5_520.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=520&type=hd
523,data2d/specimen_5/Specimen_5_523.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_523.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=523
526,data2d/specimen_5/Specimen_5_526.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=526&type=hd
532,data2d/specimen_5/Specimen_5_532.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=532&type=hd
538,data2d/specimen_5/Specimen_5_538.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=538&type=hd
541,data2d/specimen_5/Specimen_5_541.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=541&type=hd
550,data2d/specimen_5/Specimen_5_550.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=550&type=hd
553,data2d/specimen_5/Specimen_5_553.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_553.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=553
556,data2d/specimen_5/Specimen_5_556.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=556&type=hd
562,data2d/specimen_5/Specimen_5_562.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=562&type=hd
565,data2d/specimen_5/Specimen_5_565.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_565.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=565
568,data2d/specimen_5/Specimen_5_568.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=568&type=hd
571,data2d/specimen_5/Specimen_5_571.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=571&type=hd
580,data2d/specimen_5/Specimen_5_580.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_580.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=580
583,data2d/specimen_5/Specimen_5_583.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=583&type=hd
586,data2d/specimen_5/Specimen_5_586.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=586&type=hd
589,data2d/specimen_5/Specimen_5_589.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=589&type=hd
592,data2d/specimen_5/Specimen_5_592.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=592&type=hd
595,data2d/specimen_5/Specimen_5_595.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=595&type=hd
598,data2d/specimen_5/Specimen_5_598.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_5/Specimen_5_598.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=598
604,data2d/specimen_5/Specimen_5_604.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=604&type=hd
607,data2d/specimen_5/Specimen_5_607.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=607&type=hd
610,data2d/specimen_5/Specimen_5_610.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=610&type=hd
613,data2d/specimen_5/Specimen_5_613.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=4&region=-1&section=613&type=hd
