section_number, image_url, image_format, image_resolution_mpp, image_width, image_height, atlas_url, atlas_format, viewer_url
79,data2d/specimen_2/Specimen_2_79.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=79&type=hd
82,data2d/specimen_2/Specimen_2_82.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=82&type=hd
85,data2d/specimen_2/Specimen_2_85.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=85&type=hd
88,data2d/specimen_2/Specimen_2_88.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_88.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=88
91,data2d/specimen_2/Specimen_2_91.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=91&type=hd
94,data2d/specimen_2/Specimen_2_94.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=94&type=hd
97,data2d/specimen_2/Specimen_2_97.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=97&type=hd
103,data2d/specimen_2/Specimen_2_103.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=103&type=hd
106,data2d/specimen_2/Specimen_2_106.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=106&type=hd
109,data2d/specimen_2/Specimen_2_109.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=109&type=hd
121,data2d/specimen_2/Specimen_2_121.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=121&type=hd
124,data2d/specimen_2/Specimen_2_124.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_124.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=124
127,data2d/specimen_2/Specimen_2_127.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=127&type=hd
130,data2d/specimen_2/Specimen_2_130.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=130&type=hd
133,data2d/specimen_2/Specimen_2_133.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=133&type=hd
136,data2d/specimen_2/Specimen_2_136.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=136&type=hd
139,data2d/specimen_2/Specimen_2_139.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_139.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=139
142,data2d/specimen_2/Specimen_2_142.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=142&type=hd
145,data2d/specimen_2/Specimen_2_145.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=145&type=hd
148,data2d/specimen_2/Specimen_2_148.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_148.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=148
151,data2d/specimen_2/Specimen_2_151.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=151&type=hd
154,data2d/specimen_2/Specimen_2_154.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_154.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=154
157,data2d/specimen_2/Specimen_2_157.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=157&type=hd
160,data2d/specimen_2/Specimen_2_160.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=160&type=hd
163,data2d/specimen_2/Specimen_2_163.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=163&type=hd
166,data2d/specimen_2/Specimen_2_166.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=166&type=hd
169,data2d/specimen_2/Specimen_2_169.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_169.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=169
172,data2d/specimen_2/Specimen_2_172.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_172.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=172
175,data2d/specimen_2/Specimen_2_175.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=175&type=hd
178,data2d/specimen_2/Specimen_2_178.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=178&type=hd
181,data2d/specimen_2/Specimen_2_181.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=181&type=hd
184,data2d/specimen_2/Specimen_2_184.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=184&type=hd
187,data2d/specimen_2/Specimen_2_187.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=187&type=hd
190,data2d/specimen_2/Specimen_2_190.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=190&type=hd
193,data2d/specimen_2/Specimen_2_193.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=193&type=hd
196,data2d/specimen_2/Specimen_2_196.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_196.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=196
199,data2d/specimen_2/Specimen_2_199.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=199&type=hd
202,data2d/specimen_2/Specimen_2_202.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=202&type=hd
205,data2d/specimen_2/Specimen_2_205.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=205&type=hd
208,data2d/specimen_2/Specimen_2_208.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_208.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=208
211,data2d/specimen_2/Specimen_2_211.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=211&type=hd
214,data2d/specimen_2/Specimen_2_214.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=214&type=hd
217,data2d/specimen_2/Specimen_2_217.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=217&type=hd
220,data2d/specimen_2/Specimen_2_220.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=220&type=hd
229,data2d/specimen_2/Specimen_2_229.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=229&type=hd
232,data2d/specimen_2/Specimen_2_232.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=232&type=hd
235,data2d/specimen_2/Specimen_2_235.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=235&type=hd
238,data2d/specimen_2/Specimen_2_238.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=238&type=hd
241,data2d/specimen_2/Specimen_2_241.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=241&type=hd
244,data2d/specimen_2/Specimen_2_244.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=244&type=hd
247,data2d/specimen_2/Specimen_2_247.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=247&type=hd
250,data2d/specimen_2/Specimen_2_250.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_250.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=250
253,data2d/specimen_2/Specimen_2_253.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=253&type=hd
256,data2d/specimen_2/Specimen_2_256.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_256.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=256
259,data2d/specimen_2/Specimen_2_259.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=259&type=hd
262,data2d/specimen_2/Specimen_2_262.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=262&type=hd
265,data2d/specimen_2/Specimen_2_265.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=265&type=hd
268,data2d/specimen_2/Specimen_2_268.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_268.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=268
271,data2d/specimen_2/Specimen_2_271.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=271&type=hd
274,data2d/specimen_2/Specimen_2_274.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=274&type=hd
277,data2d/specimen_2/Specimen_2_277.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_277.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=277
280,data2d/specimen_2/Specimen_2_280.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_280.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=280
283,data2d/specimen_2/Specimen_2_283.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_283.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=283
286,data2d/specimen_2/Specimen_2_286.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=286&type=hd
289,data2d/specimen_2/Specimen_2_289.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=289&type=hd
292,data2d/specimen_2/Specimen_2_292.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=292&type=hd
295,data2d/specimen_2/Specimen_2_295.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=295&type=hd
298,data2d/specimen_2/Specimen_2_298.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=298&type=hd
301,data2d/specimen_2/Specimen_2_301.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=301&type=hd
304,data2d/specimen_2/Specimen_2_304.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=304&type=hd
307,data2d/specimen_2/Specimen_2_307.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=307&type=hd
310,data2d/specimen_2/Specimen_2_310.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=310&type=hd
313,data2d/specimen_2/Specimen_2_313.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=313&type=hd
316,data2d/specimen_2/Specimen_2_316.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=316&type=hd
319,data2d/specimen_2/Specimen_2_319.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=319&type=hd
322,data2d/specimen_2/Specimen_2_322.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=322&type=hd
325,data2d/specimen_2/Specimen_2_325.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=325&type=hd
328,data2d/specimen_2/Specimen_2_328.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=328&type=hd
331,data2d/specimen_2/Specimen_2_331.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=331&type=hd
334,data2d/specimen_2/Specimen_2_334.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=334&type=hd
337,data2d/specimen_2/Specimen_2_337.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=337&type=hd
340,data2d/specimen_2/Specimen_2_340.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=340&type=hd
343,data2d/specimen_2/Specimen_2_343.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=343&type=hd
349,data2d/specimen_2/Specimen_2_349.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_349.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=349
352,data2d/specimen_2/Specimen_2_352.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=352&type=hd
355,data2d/specimen_2/Specimen_2_355.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=355&type=hd
358,data2d/specimen_2/Specimen_2_358.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=358&type=hd
364,data2d/specimen_2/Specimen_2_364.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=364&type=hd
367,data2d/specimen_2/Specimen_2_367.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=367&type=hd
370,data2d/specimen_2/Specimen_2_370.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=370&type=hd
373,data2d/specimen_2/Specimen_2_373.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_373.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=373
379,data2d/specimen_2/Specimen_2_379.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=379&type=hd
382,data2d/specimen_2/Specimen_2_382.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_382.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=382
385,data2d/specimen_2/Specimen_2_385.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=385&type=hd
388,data2d/specimen_2/Specimen_2_388.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=388&type=hd
391,data2d/specimen_2/Specimen_2_391.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=391&type=hd
394,data2d/specimen_2/Specimen_2_394.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=394&type=hd
397,data2d/specimen_2/Specimen_2_397.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=397&type=hd
400,data2d/specimen_2/Specimen_2_400.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=400&type=hd
403,data2d/specimen_2/Specimen_2_403.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_403.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=403
406,data2d/specimen_2/Specimen_2_406.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=406&type=hd
409,data2d/specimen_2/Specimen_2_409.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=409&type=hd
412,data2d/specimen_2/Specimen_2_412.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=412&type=hd
415,data2d/specimen_2/Specimen_2_415.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=415&type=hd
418,data2d/specimen_2/Specimen_2_418.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=418&type=hd
421,data2d/specimen_2/Specimen_2_421.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_421.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=421
427,data2d/specimen_2/Specimen_2_427.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=427&type=hd
433,data2d/specimen_2/Specimen_2_433.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=433&type=hd
436,data2d/specimen_2/Specimen_2_436.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=436&type=hd
439,data2d/specimen_2/Specimen_2_439.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_439.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=439
442,data2d/specimen_2/Specimen_2_442.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=442&type=hd
445,data2d/specimen_2/Specimen_2_445.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_445.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=445
448,data2d/specimen_2/Specimen_2_448.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=448&type=hd
451,data2d/specimen_2/Specimen_2_451.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=451&type=hd
454,data2d/specimen_2/Specimen_2_454.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=454&type=hd
460,data2d/specimen_2/Specimen_2_460.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_460.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=460
463,data2d/specimen_2/Specimen_2_463.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=463&type=hd
466,data2d/specimen_2/Specimen_2_466.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=466&type=hd
469,data2d/specimen_2/Specimen_2_469.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=469&type=hd
472,data2d/specimen_2/Specimen_2_472.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=472&type=hd
475,data2d/specimen_2/Specimen_2_475.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=475&type=hd
478,data2d/specimen_2/Specimen_2_478.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_2/Specimen_2_478.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=478
481,data2d/specimen_2/Specimen_2_481.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=481&type=hd
484,data2d/specimen_2/Specimen_2_484.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=484&type=hd
490,data2d/specimen_2/Specimen_2_490.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=490&type=hd
493,data2d/specimen_2/Specimen_2_493.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=493&type=hd
496,data2d/specimen_2/Specimen_2_496.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=1&region=-1&section=496&type=hd
