section_number, image_url, image_format, image_resolution_mpp, image_width, image_height, atlas_url, atlas_format, viewer_url
82,data2d/specimen_4/Specimen_4_82.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=82&type=hd
88,data2d/specimen_4/Specimen_4_88.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=88&type=hd
91,data2d/specimen_4/Specimen_4_91.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=91&type=hd
94,data2d/specimen_4/Specimen_4_94.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=94&type=hd
97,data2d/specimen_4/Specimen_4_97.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=97&type=hd
100,data2d/specimen_4/Specimen_4_100.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=100&type=hd
103,data2d/specimen_4/Specimen_4_103.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=103&type=hd
106,data2d/specimen_4/Specimen_4_106.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=106&type=hd
109,data2d/specimen_4/Specimen_4_109.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=109&type=hd
112,data2d/specimen_4/Specimen_4_112.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_112.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=112
115,data2d/specimen_4/Specimen_4_115.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=115&type=hd
118,data2d/specimen_4/Specimen_4_118.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=118&type=hd
121,data2d/specimen_4/Specimen_4_121.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=121&type=hd
124,data2d/specimen_4/Specimen_4_124.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=124&type=hd
127,data2d/specimen_4/Specimen_4_127.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=127&type=hd
130,data2d/specimen_4/Specimen_4_130.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=130&type=hd
136,data2d/specimen_4/Specimen_4_136.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=136&type=hd
139,data2d/specimen_4/Specimen_4_139.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=139&type=hd
142,data2d/specimen_4/Specimen_4_142.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=142&type=hd
145,data2d/specimen_4/Specimen_4_145.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=145&type=hd
148,data2d/specimen_4/Specimen_4_148.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_148.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=148
151,data2d/specimen_4/Specimen_4_151.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=151&type=hd
154,data2d/specimen_4/Specimen_4_154.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=154&type=hd
160,data2d/specimen_4/Specimen_4_160.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_160.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=160
163,data2d/specimen_4/Specimen_4_163.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=163&type=hd
166,data2d/specimen_4/Specimen_4_166.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=166&type=hd
169,data2d/specimen_4/Specimen_4_169.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=169&type=hd
172,data2d/specimen_4/Specimen_4_172.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=172&type=hd
175,data2d/specimen_4/Specimen_4_175.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=175&type=hd
178,data2d/specimen_4/Specimen_4_178.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=178&type=hd
181,data2d/specimen_4/Specimen_4_181.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=181&type=hd
184,data2d/specimen_4/Specimen_4_184.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_184.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=184
187,data2d/specimen_4/Specimen_4_187.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=187&type=hd
190,data2d/specimen_4/Specimen_4_190.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=190&type=hd
193,data2d/specimen_4/Specimen_4_193.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=193&type=hd
196,data2d/specimen_4/Specimen_4_196.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=196&type=hd
202,data2d/specimen_4/Specimen_4_202.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=202&type=hd
205,data2d/specimen_4/Specimen_4_205.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=205&type=hd
211,data2d/specimen_4/Specimen_4_211.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=211&type=hd
217,data2d/specimen_4/Specimen_4_217.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=217&type=hd
220,data2d/specimen_4/Specimen_4_220.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=220&type=hd
223,data2d/specimen_4/Specimen_4_223.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_223.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=223
226,data2d/specimen_4/Specimen_4_226.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=226&type=hd
229,data2d/specimen_4/Specimen_4_229.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=229&type=hd
232,data2d/specimen_4/Specimen_4_232.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=232&type=hd
235,data2d/specimen_4/Specimen_4_235.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=235&type=hd
238,data2d/specimen_4/Specimen_4_238.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=238&type=hd
241,data2d/specimen_4/Specimen_4_241.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=241&type=hd
244,data2d/specimen_4/Specimen_4_244.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=244&type=hd
247,data2d/specimen_4/Specimen_4_247.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_247.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=247
250,data2d/specimen_4/Specimen_4_250.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=250&type=hd
253,data2d/specimen_4/Specimen_4_253.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=253&type=hd
256,data2d/specimen_4/Specimen_4_256.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=256&type=hd
259,data2d/specimen_4/Specimen_4_259.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=259&type=hd
262,data2d/specimen_4/Specimen_4_262.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=262&type=hd
268,data2d/specimen_4/Specimen_4_268.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_268.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=268
271,data2d/specimen_4/Specimen_4_271.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=271&type=hd
277,data2d/specimen_4/Specimen_4_277.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=277&type=hd
280,data2d/specimen_4/Specimen_4_280.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=280&type=hd
283,data2d/specimen_4/Specimen_4_283.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=283&type=hd
286,data2d/specimen_4/Specimen_4_286.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=286&type=hd
289,data2d/specimen_4/Specimen_4_289.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_289.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=289
292,data2d/specimen_4/Specimen_4_292.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=292&type=hd
295,data2d/specimen_4/Specimen_4_295.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=295&type=hd
298,data2d/specimen_4/Specimen_4_298.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=298&type=hd
301,data2d/specimen_4/Specimen_4_301.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=301&type=hd
304,data2d/specimen_4/Specimen_4_304.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=304&type=hd
307,data2d/specimen_4/Specimen_4_307.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=307&type=hd
310,data2d/specimen_4/Specimen_4_310.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_310.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=310
313,data2d/specimen_4/Specimen_4_313.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=313&type=hd
319,data2d/specimen_4/Specimen_4_319.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=319&type=hd
322,data2d/specimen_4/Specimen_4_322.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=322&type=hd
325,data2d/specimen_4/Specimen_4_325.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=325&type=hd
328,data2d/specimen_4/Specimen_4_328.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=328&type=hd
331,data2d/specimen_4/Specimen_4_331.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_331.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=331
337,data2d/specimen_4/Specimen_4_337.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=337&type=hd
343,data2d/specimen_4/Specimen_4_343.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=343&type=hd
346,data2d/specimen_4/Specimen_4_346.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=346&type=hd
349,data2d/specimen_4/Specimen_4_349.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=349&type=hd
352,data2d/specimen_4/Specimen_4_352.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=352&type=hd
358,data2d/specimen_4/Specimen_4_358.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_358.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=358
361,data2d/specimen_4/Specimen_4_361.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=361&type=hd
364,data2d/specimen_4/Specimen_4_364.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=364&type=hd
367,data2d/specimen_4/Specimen_4_367.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=367&type=hd
370,data2d/specimen_4/Specimen_4_370.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=370&type=hd
373,data2d/specimen_4/Specimen_4_373.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=373&type=hd
376,data2d/specimen_4/Specimen_4_376.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_376.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=376
379,data2d/specimen_4/Specimen_4_379.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=379&type=hd
382,data2d/specimen_4/Specimen_4_382.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=382&type=hd
385,data2d/specimen_4/Specimen_4_385.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_385.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=385
388,data2d/specimen_4/Specimen_4_388.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=388&type=hd
394,data2d/specimen_4/Specimen_4_394.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=394&type=hd
397,data2d/specimen_4/Specimen_4_397.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=397&type=hd
400,data2d/specimen_4/Specimen_4_400.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=400&type=hd
403,data2d/specimen_4/Specimen_4_403.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_403.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=403
406,data2d/specimen_4/Specimen_4_406.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=406&type=hd
409,data2d/specimen_4/Specimen_4_409.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=409&type=hd
412,data2d/specimen_4/Specimen_4_412.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=412&type=hd
415,data2d/specimen_4/Specimen_4_415.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=415&type=hd
418,data2d/specimen_4/Specimen_4_418.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_418.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=418
421,data2d/specimen_4/Specimen_4_421.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=421&type=hd
424,data2d/specimen_4/Specimen_4_424.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=424&type=hd
427,data2d/specimen_4/Specimen_4_427.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=427&type=hd
430,data2d/specimen_4/Specimen_4_430.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=430&type=hd
433,data2d/specimen_4/Specimen_4_433.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=433&type=hd
436,data2d/specimen_4/Specimen_4_436.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_436.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=436
439,data2d/specimen_4/Specimen_4_439.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=439&type=hd
445,data2d/specimen_4/Specimen_4_445.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_445.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=445
448,data2d/specimen_4/Specimen_4_448.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=448&type=hd
454,data2d/specimen_4/Specimen_4_454.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=454&type=hd
457,data2d/specimen_4/Specimen_4_457.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=457&type=hd
463,data2d/specimen_4/Specimen_4_463.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_463.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=463
466,data2d/specimen_4/Specimen_4_466.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=466&type=hd
469,data2d/specimen_4/Specimen_4_469.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=469&type=hd
472,data2d/specimen_4/Specimen_4_472.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=472&type=hd
478,data2d/specimen_4/Specimen_4_478.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=478&type=hd
481,data2d/specimen_4/Specimen_4_481.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_481.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=481
490,data2d/specimen_4/Specimen_4_490.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=490&type=hd
499,data2d/specimen_4/Specimen_4_499.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=499&type=hd
502,data2d/specimen_4/Specimen_4_502.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_502.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=502
508,data2d/specimen_4/Specimen_4_508.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=508&type=hd
511,data2d/specimen_4/Specimen_4_511.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_511.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=511
523,data2d/specimen_4/Specimen_4_523.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=523&type=hd
526,data2d/specimen_4/Specimen_4_526.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=526&type=hd
529,data2d/specimen_4/Specimen_4_529.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=529&type=hd
532,data2d/specimen_4/Specimen_4_532.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=532&type=hd
541,data2d/specimen_4/Specimen_4_541.tif,tif,1,64000,64000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_4/Specimen_4_541.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=541
544,data2d/specimen_4/Specimen_4_544.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=544&type=hd
547,data2d/specimen_4/Specimen_4_547.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=547&type=hd
550,data2d/specimen_4/Specimen_4_550.tif,tif,4,16000,16000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=3&region=-1&section=550&type=hd
